Site,Sample Date,pH †(Unit),Alkalinity (mg/L CaCO3),Calcium (mg/L),Specific Conductance ( µS/cm), Temperature † (°F),ortho-Phosphate †† (mg/L),Lead (µg/L),Copper (mg/L)
1SCL1,05/20/2016,7.38,,,417,53,2.25,,
1S03,05/20/2017,7.51,,,107,55,1.95,,
1S03A,05/20/2017,7.41,,,103,54,2.08,,
1S03B,05/20/2017,7.55,,,106,53,2.03,,
1S03,05/20/2018,7.25,,,100,52,1.79,,
1S03A,05/20/2018,7.29,,,97,54,2.1,,
1S03B,05/20/2018,7.41,,,100,53,2.02,,
1SCL1,05/20/2018,7.27,,,495,53,2.2,,
1S03,05/20/2019,7.33,,,87,56,2.15,,
1S03A,05/20/2019,7.34,,,85,55,2.05,,
1S03B,05/20/2019,7.5,,,88,55,2.01,,
1SCL1,05/20/2019,7.22,,,386,50,1.98,,
1S03,05/20/2020,7.32,,,107,55,2.04,,
1S03A,05/20/2020,7.32,,,102,55,2.16,,
1S03B,05/20/2020,7.56,,,105,54,2.08,,
1S03,05/20/2021,7.39,,,96,55,2.13,,
1S03A,05/20/2021,7.35,,,94,54,2.13,,
1S03B,05/20/2021,7.61,,,98,55,2.17,,
1SCH3,05/20/2021,7.39,,,480,54,2.09,,
1SCL1,05/20/2021,7.36,,,483,55,2.2,,
1S03,05/20/2022,7.29,,,91,55,2.66,,
1S03A,05/20/2022,7.18,,,87,55,2.45,,
1S03B,05/20/2022,7.45,,,90,57,2.51,,
1SCH3,05/20/2022,7.43,,,89,55,2.49,,
1SCL1,05/20/2022,7.43,,,91,55,2.56,,
1S03,05/20/2023,7.31,,,98,55,2.44,,
1S03A,05/20/2023,7.28,,,95,55,2.49,,
1S03B,05/20/2023,7.56,,,97,55,2.44,,
1SCL1,05/20/2023,7.39,,,378,54,2.34,,
1S03,05/20/2024,7.25,,,90,55,2.5,,
1S03A,05/20/2024,7.3,,,88,55,2.49,,
1S03B,05/20/2024,7.47,,,92,55,2.52,,
1S03A,05/21/2015,7.19,,,105,53,2.19,,
1S03B,05/21/2015,7.55,,,109,53,1.99,,
1S04,05/21/2015,7.34,,,107,55,2.2,,
1SCL1,05/21/2015,7.43,,,335,50,2.29,,
1S03A,05/21/2016,7.49,,,89,53,2.1,,
1S03B,05/21/2016,7.77,,,93,53,1.91,,
1S07,05/21/2016,7.41,,,88,54,2.07,,
1SCL1,05/21/2016,7.35,,,361,52,2.42,,
1S03,05/21/2017,7.39,,,107,55,2.17,,
1S03A,05/21/2017,7.26,,,101,53,2.16,,
1S03B,05/21/2017,7.47,,,107,53,2.03,,
1S03,05/21/2018,7.22,,,99,53,2.13,,
1S03A,05/21/2018,7.25,,,96,53,2.11,,
1S03B,05/21/2018,7.38,,,100,53,1.97,,
1SCL1,05/21/2018,7.32,,,506,53,2.17,,
1S03,05/21/2019,7.34,,,87,54,1.92,,
1S03A,05/21/2019,7.27,,,85,53,2.07,,
1S03B,05/21/2019,7.51,,,89,55,2.03,,
1SCL1,05/21/2019,7.27,,,406,49,2.07,,
1S03,05/21/2020,7.36,,,106,55,2.1,,
1S03A,05/21/2020,7.35,,,100,54,2.12,,
1S03B,05/21/2020,7.56,,,107,55,2.09,,
1S03,05/21/2021,7.45,,,95,55,2.14,,
1S03A,05/21/2021,7.33,,,93,55,2.1,,
1S03B,05/21/2021,7.67,,,97,55,2.13,,
1SCH3,05/21/2021,7.45,,,481,52,1.98,,
1SCL1,05/21/2021,7.34,,,478,52,2.13,,
1S03,05/21/2022,7.37,,,90,55,2.44,,
1S03A,05/21/2022,7.17,,,84,55,2.43,,
1S03B,05/21/2022,7.43,,,88,57,2.59,,
1SCH3,05/21/2022,7.33,,,85,55,2.5,,
1SCL1,05/21/2022,7.41,,,91,57,2.53,,
1S03,05/21/2023,7.32,,,98,55,2.39,,
1S03A,05/21/2023,7.25,,,96,55,2.48,,
1S03B,05/21/2023,7.51,,,99,55,2.5,,
1SCL1,05/21/2023,7.37,,,392,54,2.37,,
1S03,05/21/2024,7.26,,,89,55,2.59,,
1S03A,05/21/2024,7.34,,,87,55,2.52,,
1S03B,05/21/2024,7.45,,,91,55,2.72,,
1S03A,05/22/2015,7.2,,,101,53,2.17,,
1S03B,05/22/2015,7.64,,,109,53,1.76,,
1S04,05/22/2015,7.39,,,107,54,2.09,,
1SCL1,05/22/2015,7.45,,,313,53,2.15,,
1S03A,05/22/2016,7.49,,,89,54,2.33,,
1S03B,05/22/2016,7.75,,,92,54,2.17,,
1S07,05/22/2016,7.05,,,91,55,1.94,,
1SCL1,05/22/2016,7.4,,,355,53,2.37,,
1S03,05/22/2017,7.35,,,106,55,1.93,,
1S03A,05/22/2017,7.23,,,101,55,2.35,,
1S03B,05/22/2017,7.44,,,106,55,2.12,,
1S03,05/22/2018,7.18,,,97,53,2.07,,
1S03A,05/22/2018,7.33,,,96,53,2.16,,
1S03B,05/22/2018,7.44,,,98,53,1.98,,
1SCL1,05/22/2018,7.3,,,436,52,2.22,,
1S03,05/22/2019,7.43,,,87,53,2.16,,
1S03A,05/22/2019,7.27,,,85,53,2.02,,
1S03B,05/22/2019,7.55,,,89,54,2.02,,
1SCL1,05/22/2019,7.29,,,416,49,2.1,,
1S03,05/22/2020,7.41,,,102,55,2.02,,
1S03A,05/22/2020,7.43,,,96,55,2.05,,
1S03B,05/22/2020,7.41,,,103,55,2.12,,
1S03,05/22/2021,7.45,,,95,55,2.1,,
1S03A,05/22/2021,7.39,,,92,55,2.04,,
1S03B,05/22/2021,7.68,,,96,55,2.23,,
1SCH3,05/22/2021,7.39,,,478,48,1.88,,
1SCL1,05/22/2021,7.27,,,473,48,2.13,,
1S03,05/22/2022,7.38,,,89,57,2.49,,
1S03A,05/22/2022,7.29,,,85,57,2.43,,
1S03B,05/22/2022,7.24,,,86,57,2.51,,
1SCH3,05/22/2022,7.42,,,86,55,2.55,,
1SCL1,05/22/2022,7.33,,,90,57,2.5,,
1S03,05/22/2023,7.25,,,99,55,2.43,,
1S03A,05/22/2023,7.03,,,97,55,2.5,,
1S03B,05/22/2023,7.44,,,101,55,2.48,,
1SCL1,05/22/2023,7.31,,,359,54,2.31,,
1S03,05/22/2024,7.41,,,91,57,2.38,,
1S03A,05/22/2024,7.36,,,87,55,2.66,,
1S03B,05/22/2024,7.45,,,90,57,2.74,,
1S03A,05/23/2015,7.36,,,105,54,2.27,,
1S03B,05/23/2015,7.53,,,110,53,2.02,,
1S04,05/23/2015,7.38,,,105,53,1.96,,
1SCL1,05/23/2015,7.46,,,331,50,2.26,,
1S03A,05/23/2016,7.44,,,90,55,2.24,,
1S03B,05/23/2016,7.62,,,93,55,2.16,,
1S07,05/23/2016,7.56,,,91,54,2,,
1SCL1,05/23/2016,7.32,,,451,53,2.31,,
1S03,05/23/2017,7.35,,,106,54,2.1,,
1S03A,05/23/2017,7.38,,,102,53,2.15,,
1S03B,05/23/2017,7.54,,,107,54,1.93,,
1S03,05/23/2018,7.23,,,97,52,2.02,,
1S03A,05/23/2018,7.31,,,97,53,2.12,,
1S03B,05/23/2018,7.35,,,99,52,1.9,,
1SCL1,05/23/2018,7.29,,,504,52,2.32,,
1S03,05/23/2019,7.51,,,87,53,2.11,,
1S03A,05/23/2019,7.33,,,85,53,2.01,,
1S03B,05/23/2019,7.51,,,89,54,1.9,,
1SCL1,05/23/2019,7.31,,,403,50,2.1,,
1S03,05/23/2020,7.39,,,101,55,2.02,,
1S03A,05/23/2020,7.38,,,96,55,2.12,,
1S03B,05/23/2020,7.34,,,100,57,2.1,,
1S03,05/23/2021,7.44,,,95,55,2.11,,
1S03A,05/23/2021,7.36,,,92,55,2.08,,
1S03B,05/23/2021,7.61,,,96,55,2.16,,
1SCH3,05/23/2021,7.47,,,477,48,1.96,,
1SCL1,05/23/2021,7.23,,,473,48,2.08,,
1S03,05/23/2022,7.28,,,91,57,2.47,,
1S03A,05/23/2022,7.24,,,86,57,2.44,,
1S03B,05/23/2022,7.47,,,90,57,2.55,,
1SCH3,05/23/2022,7.42,,,88,55,2.56,,
1SCL1,05/23/2022,7.3,,,90,57,2.71,,
1S03,05/23/2023,7.37,,,99,55,2.45,,
1S03A,05/23/2023,7.3,,,96,55,2.5,,
1S03B,05/23/2023,7.55,,,101,57,2.66,,
1SCL1,05/23/2023,7.4,,,349,54,2.42,,
1S03,05/23/2024,7.28,,,88,57,2.49,,
1S03A,05/23/2024,7.46,,,87,55,2.41,,
1S03B,05/23/2024,7.52,,,90,57,2.83,,
1S03A,05/24/2015,7.35,,,104,53,2.14,,
1S03B,05/24/2015,7.78,,,108,53,2.1,,
1S04,05/24/2015,7.35,,,108,56,2.22,,
1SCL1,05/24/2015,7.44,,,330,50,2.18,,
1S03A,05/24/2016,7.45,,,89,54,2.11,,
1S03B,05/24/2016,7.66,,,92,54,2.15,,
1S07,05/24/2016,7.42,,,87,54,2.09,,
1SCL1,05/24/2016,7.25,,,449,54,2.31,,
1S03,05/24/2017,7.32,,,106,55,1.95,,
1S03A,05/24/2017,7.45,,,101,54,2.21,,
1S03B,05/24/2017,7.51,,,107,54,1.98,,
1S03,05/24/2018,7.23,,,99,53,2.04,,
1S03A,05/24/2018,7.37,,,97,54,2.06,,
1S03B,05/24/2018,7.4,,,100,54,2.01,,
1SCL1,05/24/2018,7.31,,,503,52,2.26,,
1S03,05/24/2019,7.31,,,88,54,2.15,,
1S03A,05/24/2019,7.35,,,84,54,2.02,,
1S03B,05/24/2019,7.56,,,89,56,2.05,,
1SCL1,05/24/2019,7.31,,,410,50,2.09,,
1S03,05/24/2020,7.26,,,100,55,2.02,,
1S03A,05/24/2020,7.4,,,99,55,2.08,,
1S03B,05/24/2020,7.51,,,102,55,2.08,,
1S03,05/24/2021,7.43,,,94,57,2.1,,
1S03A,05/24/2021,7.43,,,93,57,2.11,,
1S03B,05/24/2021,7.72,,,95,57,2.17,,
1SCH3,05/24/2021,7.42,,,486,50,2.08,,
1SCL1,05/24/2021,7.29,,,479,50,2.25,,
1S03,05/24/2022,7.11,,,91,57,2.46,,
1S03A,05/24/2022,7.15,,,88,57,2.41,,
1S03B,05/24/2022,7.48,,,93,57,2.47,,
1SCH3,05/24/2022,7.52,,,93,59,2.55,,
1SCL1,05/24/2022,7.41,,,94,59,2.6,,
1S03,05/24/2023,7.32,,,99,55,2.41,,
1S03A,05/24/2023,7.28,,,96,55,2.5,,
1S03B,05/24/2023,7.54,,,100,57,2.47,,
1S03,05/24/2024,7.28,,,89,57,2.47,,
1S03A,05/24/2024,7.3,,,86,57,2.46,,
1S03B,05/24/2024,7.44,,,90,57,2.52,,
1S03A,05/25/2015,7.34,,,106,52,2.22,,
1S03B,05/25/2015,7.69,,,109,53,2.07,,
1S04,05/25/2015,7.5,,,108,53,2.01,,
1SCL1,05/25/2015,7.22,,,353,51,2.14,,
1S03A,05/25/2016,7.42,,,88,54,2.1,,
1S03B,05/25/2016,7.66,,,92,54,2.09,,
1S07,05/25/2016,7.52,,,90,56,1.84,,
1SCL1,05/25/2016,7.28,,,459,55,2.25,,
1S03,05/25/2017,7.28,,,104,55,2.13,,
1S03A,05/25/2017,7.21,,,101,55,2.22,,
1S03B,05/25/2017,7.35,,,105,55,2.07,,
1S03,05/25/2018,7.32,,,100,53,2.02,,
1S03A,05/25/2018,7.39,,,97,54,2.11,,
1S03B,05/25/2018,7.45,,,101,55,2.14,,
1SCL1,05/25/2018,7.31,,,507,51,2.25,,
1S03,05/25/2019,7.3,,,87,54,2.05,,
1S03A,05/25/2019,7.22,,,84,53,2.04,,
1S03B,05/25/2019,7.51,,,88,54,2.2,,
1SCL1,05/25/2019,7.24,,,399,50,2.1,,
1S03,05/25/2020,7.4,,,99,55,2.01,,
1S03A,05/25/2020,7.33,,,96,55,2.06,,
1S03B,05/25/2020,7.51,,,100,55,2.01,,
1S03,05/25/2021,7.36,,,95,57,2.12,,
1S03A,05/25/2021,7.32,,,93,55,2.11,,
1S03B,05/25/2021,7.64,,,97,55,2.19,,
1SCH3,05/25/2021,7.38,,,487,48,2.08,,
1SCL1,05/25/2021,7.22,,,482,48,2.23,,
1S03,05/25/2022,7.36,,,92,57,2.55,,
1S03A,05/25/2022,7.16,,,89,57,2.48,,
1S03B,05/25/2022,7.42,,,92,57,2.37,,
1SCH3,05/25/2022,7.45,,,92,57,2.52,,
1SCL1,05/25/2022,7.45,,,94,57,2.49,,
1S03,05/25/2023,7.32,,,99,57,2.49,,
1S03A,05/25/2023,7.26,,,98,55,2.42,,
1S03B,05/25/2023,7.67,,,99,57,2.48,,
1S03,05/25/2024,7.3,,,88,57,2.46,,
1S03A,05/25/2024,7.29,,,85,55,2.5,,
1S03B,05/25/2024,7.53,,,91,57,2.48,,
1S03A,05/26/2015,7.33,,,103,55,1.93,,
1S03B,05/26/2015,7.51,,,108,55,2.01,,
1S04,05/26/2015,7.46,,,108,56,1.79,,
1SCL1,05/26/2015,7.29,,,367,50,2.14,,
1S03A,05/26/2016,7.45,,,89,55,2.2,,
1S03B,05/26/2016,7.61,,,92,55,2.16,,
1S07,05/26/2016,7.36,,,89,56,2.13,,
1SCL1,05/26/2016,7.28,,,421,54,2.19,,
1S03,05/26/2017,7.33,,,104,55,2.03,,
1S03A,05/26/2017,7.32,,,103,56,2.12,,
1S03B,05/26/2017,7.51,,,105,55,1.99,,
1S03,05/26/2018,7.33,,,100,53,1.96,,
1S03A,05/26/2018,7.33,,,98,54,2.14,,
1S03B,05/26/2018,7.47,,,101,54,2.2,,
1SCL1,05/26/2018,7.31,,,446,53,2.27,,
1S03,05/26/2019,7.29,,,86,54,1.94,,
1S03A,05/26/2019,7.35,,,84,54,1.91,,
1S03B,05/26/2019,7.62,,,88,55,1.98,,
1SCL1,05/26/2019,7.32,,,387,51,2.25,,
1S03,05/26/2020,7.4,,,101,57,2.11,,
1S03A,05/26/2020,7.34,,,97,55,2.22,,
1S03B,05/26/2020,7.55,,,101,57,1.97,,
1S03,05/26/2021,7.47,,,93,57,2.09,,
1S03A,05/26/2021,7.42,,,92,57,2.14,,
1S03B,05/26/2021,7.54,,,96,57,2.07,,
1SCH3,05/26/2021,7.32,,,480,48,2.27,,
1SCL1,05/26/2021,7.27,,,476,48,2.11,,
1S03,05/26/2022,7.4,,,92,57,2.41,,
1S03A,05/26/2022,7.23,,,87,57,2.38,,
1S03B,05/26/2022,7.51,,,93,57,2.56,,
1SCH3,05/26/2022,7.45,,,91,57,2.57,,
1SCL1,05/26/2022,7.3,,,107,59,2.2,,
1S03,05/26/2023,7.39,,,99,57,2.48,,
1S03A,05/26/2023,7.45,,,97,57,2.49,,
1S03B,05/26/2023,7.79,,,100,57,2.49,,
1S03,05/26/2024,7.34,,,87,57,2.47,,
1S03A,05/26/2024,7.29,,,85,57,2.81,,
1S03B,05/26/2024,7.47,,,88,57,2.45,,
1S03A,05/27/2015,7.28,,,104,55,2.07,,
1S03B,05/27/2015,7.58,,,108,55,1.98,,
1S04,05/27/2015,7.36,,,106,56,2.01,,
1SCL1,05/27/2015,7.38,,,282,53,2.08,,
1S03A,05/27/2016,7.32,,,86,56,2.08,,
1S03B,05/27/2016,7.52,,,91,57,2.14,,
1S07,05/27/2016,7.38,,,89,57,1.82,,
1SCL1,05/27/2016,7.34,,,405,55,2.05,,
1S03,05/27/2017,7.28,,,104,56,2.33,,
1S03A,05/27/2017,7.32,,,99,55,2.1,,
1S03B,05/27/2017,7.45,,,104,55,2,,
1S03,05/27/2018,7.33,,,101,54,2.25,,
1S03A,05/27/2018,7.36,,,98,52,2.32,,
1S03B,05/27/2018,7.56,,,101,53,2.14,,
1SCL1,05/27/2018,7.2,,,472,52,2.35,,
1S03,05/27/2019,7.25,,,86,55,2.2,,
1S03A,05/27/2019,7.27,,,83,54,2.11,,
1S03B,05/27/2019,7.58,,,88,55,2.05,,
1SCL1,05/27/2019,7.35,,,367,52,2.16,,
1S03,05/27/2020,7.38,,,100,57,2.16,,
1S03A,05/27/2020,7.31,,,95,55,2.09,,
1S03B,05/27/2020,7.6,,,100,57,2.07,,
1S03,05/27/2021,7.4,,,95,61,1.71,,
1S03A,05/27/2021,7.35,,,93,59,2.25,,
1S03B,05/27/2021,7.55,,,95,57,2.19,,
1SCH3,05/27/2021,7.46,,,487,52,2.25,,
1SCL1,05/27/2021,7.38,,,481,50,2.22,,
1S03,05/27/2022,7.42,,,94,57,2.47,,
1S03A,05/27/2022,7.2,,,88,57,2.53,,
1S03B,05/27/2022,7.54,,,94,59,2.51,,
1SCH3,05/27/2022,7.5,,,91,57,2.67,,
1SCL1,05/27/2022,7.38,,,384,55,2.57,,
1S03,05/27/2023,7.27,,,99,57,2.48,,
1S03A,05/27/2023,7.38,,,96,57,2.51,,
1S03B,05/27/2023,7.59,,,100,57,2.46,,
1S03,05/27/2024,7.3,,,87,57,2.47,,
1S03A,05/27/2024,7.34,,,84,57,2.56,,
1S03B,05/27/2024,7.51,,,87,57,2.62,,
1S03A,05/28/2015,7.27,,,101,56,2.07,,
1S03B,05/28/2015,7.57,,,106,56,1.95,,
1S04,05/28/2015,7.42,,,104,57,1.8,,
1SCL1,05/28/2015,7.31,,,286,54,2.16,,
1S03A,05/28/2016,7.4,,,87,56,2.16,,
1S03B,05/28/2016,7.65,,,91,57,2.02,,
1S07,05/28/2016,7.37,,,90,57,1.99,,
1SCL1,05/28/2016,7.39,,,424,56,2.38,,
1S03,05/28/2017,7.37,,,104,56,1.94,,
1S03A,05/28/2017,7.32,,,99,55,2.12,,
1S03B,05/28/2017,7.49,,,100,55,1.92,,
1S03,05/28/2018,7.36,,,101,52,2.11,,
1S03A,05/28/2018,7.17,,,99,52,2.05,,
1S03B,05/28/2018,7.43,,,102,52,2.01,,
1SCL1,05/28/2018,7.22,,,513,50,2.19,,
1S03,05/28/2019,7.19,,,86,55,1.89,,
1S03A,05/28/2019,7.29,,,83,54,2.05,,
1S03B,05/28/2019,7.5,,,88,55,2.07,,
1SCL1,05/28/2019,7.32,,,402,52,2.1,,
1S03,05/28/2020,7.28,,,98,57,2.2,,
1S03A,05/28/2020,7.56,,,95,55,2.16,,
1S03B,05/28/2020,7.54,,,98,57,2.02,,
1S03,05/28/2021,7.39,,,94,57,2.08,,
1S03A,05/28/2021,7.36,,,91,57,2.14,,
1S03B,05/28/2021,7.55,,,94,55,2.2,,
1SCL1,05/28/2021,7.26,,,418,52,2.1,,
1S03,05/28/2022,7.44,,,92,59,2.46,,
1S03A,05/28/2022,7.35,,,87,57,2.43,,
1S03B,05/28/2022,7.59,,,92,59,2.67,,
1SCH3,05/28/2022,7.49,,,90,57,2.59,,
1SCL1,05/28/2022,7.5,,,359,54,2.27,,
1S03,05/28/2023,7.31,,,97,57,2.46,,
1S03A,05/28/2023,7.42,,,93,57,2.5,,
1S03B,05/28/2023,7.7,,,97,57,2.5,,
1S03,05/28/2024,7.26,,,86,59,2.47,,
1S03A,05/28/2024,7.24,,,83,57,2.41,,
1S03B,05/28/2024,7.41,,,88,59,2.51,,
1S03A,05/29/2015,7.34,,,101,56,2.04,,
1S03B,05/29/2015,7.54,,,105,56,2.13,,
1S04,05/29/2015,7.39,,,104,57,2.03,,
1SCL1,05/29/2015,7.33,,,327,56,2.21,,
1S03A,05/29/2016,7.12,,,87,57,2.28,,
1S03B,05/29/2016,7.58,,,91,57,2.32,,
1S07,05/29/2016,7.37,,,89,57,2.08,,
1SCL1,05/29/2016,7.3,,,371,56,2.38,,
1S03,05/29/2017,7.34,,,104,55,2.09,,
1S03A,05/29/2017,7.36,,,101,55,2.07,,
1S03B,05/29/2017,7.4,,,102,54,1.96,,
1S03,05/29/2018,7.39,,,100,54,2.09,,
1S03A,05/29/2018,7.29,,,95,53,2.2,,
1S03B,05/29/2018,7.42,,,101,54,2.02,,
1SCL1,05/29/2018,7.27,,,507,52,2.13,,
1S03,05/29/2019,7.38,,,85,55,2.16,,
1S03A,05/29/2019,7.27,,,83,54,2.11,,
1S03B,05/29/2019,7.49,,,88,56,2.06,,
1SCL1,05/29/2019,7.31,,,381,51,2.33,,
1S03,05/29/2020,7.38,,,98,57,1.99,,
1S03A,05/29/2020,7.37,,,93,55,2.25,,
1S03B,05/29/2020,7.62,,,96,57,2.17,,
1S03,05/29/2021,7.3,,,95,57,2.05,,
1S03A,05/29/2021,7.34,,,90,59,2.14,,
1S03B,05/29/2021,7.59,,,94,57,2.22,,
1SCL1,05/29/2021,7.21,,,433,50,2.21,,
1S03,05/29/2022,7.37,,,91,57,2.45,,
1S03A,05/29/2022,7.36,,,88,57,2.58,,
1S03B,05/29/2022,7.55,,,92,57,2.61,,
1SCH3,05/29/2022,7.47,,,90,57,2.56,,
1SCL1,05/29/2022,7.45,,,353,54,2.28,,
1S03,05/29/2023,7.23,,,96,57,2.45,,
1S03A,05/29/2023,7.42,,,95,57,2.51,,
1S03B,05/29/2023,7.73,,,96,57,2.5,,
1S03,05/29/2024,7.26,,,85,59,2.44,,
1S03A,05/29/2024,7.25,,,84,57,2.44,,
1S03B,05/29/2024,7.36,,,88,59,2.49,,
1S03A,05/30/2015,7.32,,,99,58,2.29,,
1S03B,05/30/2015,7.58,,,104,57,1.96,,
1S04,05/30/2015,7.25,,,102,57,2.15,,
1SCL1,05/30/2015,7.47,,,381,54,2.28,,
1S03A,05/30/2016,7.32,,,87,57,2.13,,
1S03B,05/30/2016,7.59,,,91,57,2.18,,
1S07,05/30/2016,7.4,,,89,57,2.15,,
1SCL1,05/30/2016,7.31,,,425,56,2.33,,
1S03,05/30/2017,7.39,,,104,55,2.05,,
1S03A,05/30/2017,7.18,,,99,55,2.13,,
1S03B,05/30/2017,7.4,,,103,55,1.99,,
1S03,05/30/2018,7.28,,,99,54,2.03,,
1S03A,05/30/2018,7.32,,,94,54,2.25,,
1S03B,05/30/2018,7.42,,,99,54,2.05,,
1SCL1,05/30/2018,7.38,,,508,53,2.17,,
1S03,05/30/2019,7.2,,,84,55,2.26,,
1S03A,05/30/2019,7.22,,,83,55,2.07,,
1S03B,05/30/2019,7.52,,,87,55,2.04,,
1SCL1,05/30/2019,7.27,,,400,51,2.19,,
1S03,05/30/2020,7.36,,,96,57,2.13,,
1S03A,05/30/2020,7.36,,,92,55,2.12,,
1S03B,05/30/2020,7.32,,,93,57,2.09,,
1S03,05/30/2021,7.43,,,95,57,2.21,,
1S03A,05/30/2021,7.53,,,92,59,2.23,,
1S03B,05/30/2021,7.71,,,96,59,2.3,,
1SCL1,05/30/2021,7.18,,,430,50,2.31,,
1S03,05/30/2022,7.38,,,92,59,2.49,,
1S03A,05/30/2022,7.44,,,91,57,2.49,,
1S03B,05/30/2022,7.65,,,95,59,2.57,,
1SCH3,05/30/2022,7.64,,,94,59,2.66,,
1SCL1,05/30/2022,7.39,,,416,52,2.1,,
1S03,05/30/2023,7.3,,,96,59,2.48,,
1S03A,05/30/2023,7.46,,,95,57,2.51,,
1S03B,05/30/2023,7.61,,,99,57,2.5,,
1S03,05/30/2024,7.2,,,84,59,2.4,,
1S03A,05/30/2024,7.28,,,83,57,2.43,,
1S03B,05/30/2024,7.32,,,88,59,2.63,,
1S03A,05/31/2015,7.24,,,100,57,2.14,,
1S03B,05/31/2015,7.62,,,104,57,2.31,,
1S04,05/31/2015,7.44,,,102,57,1.92,,
1SCL1,05/31/2015,7.41,,,382,54,2.26,,
1S03A,05/31/2016,7.35,,,87,58,2.36,,
1S03B,05/31/2016,7.63,,,90,58,1.83,,
1S07,05/31/2016,7.4,,,86,57,1.97,,
1SCL1,05/31/2016,7.35,,,421,55,2.39,,
1S03,05/31/2017,7.25,,,101,56,2.03,,
1S03A,05/31/2017,7.18,,,98,55,2.12,,
1S03B,05/31/2017,7.35,,,100,55,2,,
1S03,05/31/2018,7.27,,,99,54,2.01,,
1S03A,05/31/2018,7.35,,,96,54,2.1,,
1S03B,05/31/2018,7.45,,,101,55,2.04,,
1SCL1,05/31/2018,7.37,,,516,51,2.23,,
1S03,05/31/2019,7.31,,,85,55,2,,
1S03A,05/31/2019,7.25,,,83,54,1.9,,
1S03B,05/31/2019,7.49,,,87,56,2.03,,
1SCL1,05/31/2019,7.37,,,396,52,1.96,,
1S03,05/31/2020,7.33,,,96,57,2.06,,
1S03A,05/31/2020,7.32,,,93,55,2.12,,
1S03B,05/31/2020,7.5,,,95,55,2.07,,
1S03,05/31/2021,7.39,,,96,57,2.14,,
1S03A,05/31/2021,7.55,,,93,57,2.14,,
1S03B,05/31/2021,7.63,,,95,57,2.19,,
1SCL1,05/31/2021,7.28,,,423,52,2.14,,
1S03,05/31/2022,7.41,,,91,59,2.53,,
1S03A,05/31/2022,7.26,,,89,57,2.51,,
1S03B,05/31/2022,7.55,,,92,61,2.59,,
1SCH3,05/31/2022,7.52,,,92,59,2.44,,
1SCL1,05/31/2022,7.39,,,331,55,2.4,,
1S03,05/31/2023,7.29,,,95,57,2.47,,
1S03A,05/31/2023,7.42,,,92,57,2.47,,
1S03B,05/31/2023,7.57,,,97,59,2.49,,
1S03,05/31/2024,7.2,,,89,59,2.48,,
1S03A,05/31/2024,7.3,,,86,57,2.48,,
1S03B,05/31/2024,7.39,,,88,59,2.52,,
1S03A,06/13/2015,7.3,,,98,58,2.04,,
1S03B,06/13/2015,7.59,,,102,59,1.89,,
1S04,06/13/2015,7.36,,,101,60,1.98,,
1SCL1,06/13/2015,7.56,,,305,54,2.13,,
1S03A,06/13/2016,7.25,,,87,57,2.23,,
1S03B,06/13/2016,7.43,,,91,58,2.09,,
1S07,06/13/2016,7.36,,,90,58,2.04,,
1SCL1,06/13/2016,7.35,,,457,53,2.3,,
1S03,06/13/2017,7.28,,,98,58,1.98,,
1S03A,06/13/2017,7.43,,,96,60,2.21,,
1S03B,06/13/2017,7.49,,,99,58,1.99,,
1S03,06/13/2018,7.41,,,95,56,2.1,,
1S03A,06/13/2018,7.43,,,92,57,2.21,,
1S03B,06/13/2018,7.62,,,95,57,2.06,,
1SCL1,06/13/2018,7.32,,,514,54,2.29,,
1S03,06/13/2019,7.41,,,86,57,2.21,,
1S03A,06/13/2019,7.37,,,83,57,2.06,,
1S03B,06/13/2019,7.61,,,88,58,2.05,,
1S03,06/13/2020,7.29,,,91,61,2,,
1S03A,06/13/2020,7.34,,,88,59,2.12,,
1S03B,06/13/2020,7.5,,,91,59,2.2,,
1S03,06/13/2021,7.35,,,94,59,2.1,,
1S03A,06/13/2021,7.08,,,87,57,2.27,,
1S03B,06/13/2021,7.3,,,91,59,2.17,,
1SCL1,06/13/2021,7.26,,,401,55,2,,
1S03,06/13/2022,7.31,,,91,63,2.49,,
1S03A,06/13/2022,7.37,,,88,61,2.46,,
1S03B,06/13/2022,7.54,,,92,61,2.33,,
1SCH3,06/13/2022,7.58,,,92,61,2.31,,
1SCL1,06/13/2022,7.56,,,91,63,2.42,,
1S03,06/13/2023,7.25,,,88,61,2.42,,
1S03A,06/13/2023,7.42,,,87,61,2.49,,
1S03B,06/13/2023,7.54,,,89,61,2.53,,
1S03,06/13/2024,7.2,,,82,61,2.49,,
1S03A,06/13/2024,7.34,,,81,61,2.44,,
1S03B,06/13/2024,7.58,,,85,61,2.53,,
1S03A,06/14/2015,7.32,,,98,57,2,,
1S03B,06/14/2015,7.59,,,101,57,2,,
1S04,06/14/2015,7.24,,,101,58,1.87,,
1SCL1,06/14/2015,7.4,,,276,53,2.06,,
1S03A,06/14/2016,7.38,,,88,58,2.3,,
1S03B,06/14/2016,7.57,,,91,59,2.12,,
1S07,06/14/2016,7.46,,,90,59,1.99,,
1SCL1,06/14/2016,7.27,,,400,56,2.39,,
1S03,06/14/2017,7.4,,,97,59,1.93,,
1S03A,06/14/2017,7.37,,,97,58,2.05,,
1S03B,06/14/2017,7.59,,,98,58,1.86,,
1S03,06/14/2018,7.39,,,94,56,1.98,,
